Day fraction since midnight on 	Accumulator Pressure (Pa)	DO probe (mg/L)	Source Pressure (Pa)	air valve control ()
0.652242354	15996.5127	0.262636721	29142.29883	0.043724101
0.652253915	16008.05273	0.273306429	29142.29883	0.043672765
0.652265511	15989.28809	0.268030524	29142.29883	0.043644474
0.652277066	16008.80957	0.274748653	29142.29883	0.043669506
0.652288626	16024.74609	0.265360594	29142.29883	0.043684898
0.652300218	15993.58594	0.263990849	29279.1582	0.04368941
0.65231178	15972.59668	0.265105426	29279.1582	0.043377675
0.652323355	15979.65625	0.26268366	29279.1582	0.043378544
0.652334952	15958.80664	0.264776051	29279.1582	0.04339729
0.652346512	15957.52246	0.26346758	29279.1582	0.043367035
0.652357908	15949.75	0.26525563	29279.1582	0.04333443
0.652369645	16008.82715	0.262541056	29467.93164	0.043126423
0.65238124	16031.19629	0.265182078	29467.93164	0.043163321
0.652392811	15995.47559	0.26477024	29467.93164	0.043117956
0.652404381	16001.91602	0.264882714	29467.93164	0.043108572
0.65241578	16014.03711	0.262319922	29467.93164	0.043157281
0.652427539	15992.89355	0.269918203	29609.34961	0.042852734
0.652439103	15982.64746	0.275120676	29609.34961	0.042844432
0.652450675	16015.20313	0.26779893	29609.34961	0.042895584
0.652462244	15996.02734	0.270009786	29609.34961	0.042878775
0.652473647	15979.54492	0.272479594	29609.34961	0.042813623
0.652485389	15997.73926	0.270477384	29799.1543	0.042597478
0.652496972	16013.12109	0.272417396	29799.1543	0.042596115
0.652508548	16011.0166	0.272542298	29799.1543	0.042604632
0.652520141	16000.61621	0.270013839	29799.1543	0.042541322
0.652531705	15991.72363	0.27025497	29967.99023	0.042605561
0.652543259	16016.79883	0.280388922	29967.99023	0.042351259
0.652554853	15989.7998	0.279310256	29967.99023	0.042266242
0.652566417	15991.19727	0.275302023	29967.99023	0.04221145
0.652577995	15981.04199	0.274929524	29967.99023	0.042254425
0.652589552	16017.48242	0.273485899	30120.79492	0.042337052
0.652601134	16007.21875	0.275289714	30120.79492	0.042052083
0.652612703	16015.36719	0.276859224	30120.79492	0.042096477
0.652624293	16008.38867	0.27056846	30120.79492	0.042091684
0.652635852	15978.05469	0.315475285	30120.79492	0.042022505
0.652647278	15983.41113	0.289921522	30120.79492	0.042006883
0.652658995	15991.14844	0.28854841	30318.38086	0.041786311
0.652670592	15995.4541	0.288920701	30318.38086	0.041695008
0.652682159	16013.2666	0.281054437	30318.38086	0.041774097
0.652693735	16009.17383	0.272055864	30318.38086	0.04177528
0.652705161	16000.24316	0.283440471	30318.38086	0.04173181
0.65271687	16004.49609	0.298109829	30386.95703	0.041660013
0.652728452	16000.79102	0.327639639	30386.95703	0.041643883
0.652740021	16029.31152	0.297060549	30386.95703	0.041696969
0.652751607	15992.0791	0.284871042	30386.95703	0.041613075
0.652763171	15979.67773	0.316848218	30503.39258	0.041578271
0.65277477	16030.37012	0.305272162	30503.39258	0.041455401
0.652786328	15949.27539	0.298181772	30503.39258	0.0413968
0.652797896	15974.32422	0.297463417	30503.39258	0.041382571
0.65280947	15991.42188	0.301237762	30503.39258	0.041436473
0.652821058	15987.82422	0.302290261	30495.83203	0.041417384
0.652832637	16000.44238	0.302966386	30495.83203	0.041442689
0.652844208	15987.87695	0.305231839	30495.83203	0.041433755
0.652855763	15984.25586	0.298544943	30495.83203	0.041444425
0.652867334	16003.81152	0.307724834	30495.83203	0.04147883
0.652878773	16014.01563	0.317780316	30495.83203	0.041471523
0.652890497	15998.27734	0.318284601	30262.44336	0.041820454
0.652902073	16016.07129	0.318118125	30262.44336	0.041845859
0.652913635	16006.76953	0.317311466	30262.44336	0.041870899
0.652925201	15974.97559	0.32295081	30262.44336	0.041778632
0.652936793	15945.12402	0.322450668	30045.73242	0.041746186
0.652948359	15967.42969	0.326216519	30045.73242	0.042131548
0.652959936	16011.08105	0.326715797	30045.73242	0.042205293
0.652971508	16005.95508	0.326454192	30045.73242	0.042188348
0.652983077	15988.4209	0.33205229	30045.73242	0.042144476
0.652994655	15985.11328	0.332656592	29920.43359	0.042112565
0.653006263	15965.5498	0.334750474	29920.43359	0.04235722
0.653017797	15973.05176	0.337004006	29920.43359	0.042341443
